1307,569,1388,569,1379,645,1307,643,Bangla,পি
11,102,1355,181,1318,526,55,416,Bangla,বিধাননগর
397,22,574,18,549,105,396,113,Bangla,১৮
591,13,1100,1,1091,162,605,151,Bangla,জানুয়ারি
1148,50,1442,44,1436,159,1148,155,Bangla,বেলা
1428,218,2041,221,2007,481,1423,472,Bangla,চলো
1497,18,1697,32,1687,165,1491,159,Bangla,২টা
1209,566,1282,567,1271,643,1204,639,Bangla,সি
1404,584,1547,582,1540,652,1405,637,Bangla,আই
1571,580,1739,592,1730,667,1562,663,Bangla,(এম)
1129,663,1226,672,1227,706,1135,701,Bangla,উত্তর
1252,677,1308,676,1305,708,1252,708,Bangla,২৪
1327,674,1461,681,1458,715,1325,711,Bangla,পরগনা
1487,686,1584,686,1581,720,1480,714,Bangla,জেলা
1609,674,1724,680,1720,720,1606,719,Bangla,কমিটি
