142,1243,252,1239,304,1334,163,1322,Bangla,আই.
571,1273,685,1264,689,1347,580,1325,Bangla,ক্লাব
710,917,882,923,884,1027,719,1015,Bangla,প্রীতি
917,958,981,955,982,1017,926,1017,Bangla,ও
1021,953,1273,963,1264,1042,1021,1024,Bangla,শুভেচ্ছা
415,903,680,928,688,1016,422,1009,Bangla,বিজয়ার
554,1059,719,1058,712,1140,564,1143,Bangla,গ্রহণ
253,927,386,935,394,1006,261,996,Bangla,শুভ
754,1068,975,1077,968,1149,745,1142,Bangla,করুন।
301,1255,406,1255,423,1329,301,1316,Bangla,এস
432,1246,567,1264,580,1334,427,1329,Bangla,আই.
702,1278,772,1264,772,1334,702,1335,Bangla,ও
789,1246,929,1273,911,1342,789,1334,Bangla,আই.
929,1264,1038,1264,1051,1351,929,1334,Bangla,এস.
1042,1273,1177,1277,1190,1342,1068,1347,Bangla,আই.
1191,1275,1317,1264,1299,1368,1208,1351,Bangla,ডব্লু
1321,1277,1386,1273,1369,1377,1317,1386,Bangla,ও
1068,625,1161,633,1155,668,1088,666,Bangla,###
1155,639,1189,639,1189,666,1155,666,Bangla,###
1189,634,1257,634,1257,671,1189,671,Bangla,###
1262,641,1318,641,1318,669,1262,669,Bangla,###
