491,150,746,139,745,240,491,236,Bangla,অযথা
736,279,956,285,956,366,736,360,Latin,GOSSIP
1014,122,1339,135,1335,252,1015,249,Bangla,করিবেন
1368,164,1460,164,1451,250,1365,253,Bangla,না
461,269,547,269,552,361,466,353,Latin,DO
776,150,986,128,962,247,782,239,Bangla,গল্প
583,273,704,274,707,362,584,356,Latin,NOT
996,280,1488,283,1468,371,994,368,Latin,UNNECESSARILY
1263,1,1547,2,1550,93,1263,86,Latin,CLEAN
849,0,1252,2,1249,83,850,67,Latin,###
676,2,827,2,824,66,674,61,Latin,###
391,0,628,5,620,53,386,53,Latin,###
