1317,573,1489,582,1489,635,1320,624,Bangla,বধমান
667,613,719,617,723,654,667,653,Bangla,পঃ
980,457,1152,471,1165,569,994,563,Bangla,অবৈঃ
1157,474,1268,486,1274,571,1163,561,Bangla,প্রাঃ
1269,476,1564,492,1572,593,1280,565,Bangla,বিদ্যালয়
425,450,612,444,599,542,408,536,Bangla,ছোট
613,449,978,458,994,570,604,540,Bangla,মশাগড়িয়া
546,543,671,541,682,605,535,596,Bangla,ছোট
691,552,929,558,940,615,692,614,Bangla,মশাগড়িয়া
415,592,659,599,663,650,419,645,Bangla,সাতগেছিমা
1024,570,1221,581,1220,632,1026,622,Bangla,রসুলপুর
728,615,805,617,806,658,727,656,Bangla,###
851,609,1065,615,1065,667,861,660,Bangla,অনুমোদিত
1076,627,1123,629,1137,671,1073,669,Bangla,###
1131,631,1171,629,1179,671,1139,667,Bangla,###
1175,631,1268,634,1267,677,1180,669,Bangla,১৯৬৭
1311,637,1375,638,1375,682,1315,678,Latin,DISE
1379,639,1427,639,1431,683,1380,681,Latin,CODE
1433,641,1471,641,1469,683,1435,683,Latin,No-
1472,642,1567,642,1575,686,1475,683,Latin,220902
