572,808,795,804,811,938,586,966,Bangla,প্রেম
291,952,468,956,486,1164,292,1150,Bangla,সেই
833,805,1035,813,1039,955,834,956,Bangla,করে
1064,743,1285,760,1294,978,1082,952,Bangla,যেই
1300,812,1513,821,1525,956,1317,975,Bangla,জন
286,757,543,762,543,949,315,956,Bangla,জীবে
486,1006,685,1011,672,1139,527,1161,Bangla,জন
719,956,1057,975,1105,1176,735,1180,Bangla,সেবিছে
1075,954,1473,997,1518,1188,1093,1169,Bangla,ঈশ্বর
826,131,994,125,987,231,819,237,Bangla,###
825,276,996,280,996,413,825,409,Bangla,###
