465,737,855,745,855,906,472,885,Bangla,অথবা
495,402,805,406,802,461,487,454,Bangla,ওজন
493,473,654,475,642,550,497,555,Bangla,ফ্যাট
670,489,746,487,746,562,666,562,Bangla,বা
757,476,968,479,966,573,777,585,Bangla,ভুঁড়ির
875,403,1259,389,1269,480,878,469,Bangla,বেশি?
989,502,1275,504,1273,571,976,566,Bangla,সমস্যা
830,586,1219,601,1214,746,829,745,Bangla,কমান
471,589,818,606,803,744,501,722,Bangla,ওজন
870,754,1284,759,1285,925,881,926,Bangla,বাড়ান
512,931,639,931,633,995,501,995,Bangla,এখন
655,935,800,942,789,1001,649,995,Bangla,ওজন
806,940,1018,947,1005,1001,811,995,Bangla,কমানো
1026,939,1112,939,1134,1033,1026,1012,Bangla,খুব
1128,954,1268,947,1279,1015,1123,1012,Bangla,সহজ
875,1087,1064,1090,1042,1146,859,1146,None,###
1091,1049,1274,1068,1263,1146,1080,1143,None,###
