1260,1486,1375,1486,1379,1530,1262,1530,Bangla,সরাসরি
1278,737,1449,742,1453,784,1290,783,Bangla,মামলায়
703,1486,799,1490,799,1533,703,1532,Bangla,'চাষীর
810,1502,887,1500,884,1535,808,1535,Bangla,ক্ষেত
896,1500,982,1500,978,1533,896,1534,Bangla,থেকে
1039,1360,1358,1361,1355,1474,1043,1472,Bangla,বাজার
988,1496,1111,1496,1111,1534,990,1532,Bangla,আপনার
1219,964,1393,940,1397,1357,1242,1355,Bangla,বাড়ীতে
1119,1496,1254,1493,1254,1531,1118,1532,Bangla,পাতে-'
1349,802,1473,803,1473,868,1349,866,Bangla,দাঁড়ান
1225,802,1341,807,1341,863,1229,864,Bangla,###
1157,818,1217,816,1211,866,1155,866,Bangla,###
901,724,969,722,974,790,913,768,Bangla,###
983,736,1089,740,1098,787,989,788,Bangla,###
998,803,1105,804,1115,864,1014,863,Bangla,###
1225,724,1277,726,1277,787,1225,787,Bangla,###
905,671,1005,673,1011,709,909,711,Bangla,###
1205,676,1311,671,1309,709,1201,711,Bangla,###
