676,191,830,200,822,302,671,287,Bangla,সুলভ
828,198,986,205,983,302,827,295,Bangla,মূল্যে
598,50,890,57,892,161,607,148,Bangla,ফাইবারের
892,82,1035,86,1030,173,889,151,Bangla,সমস্ত
1038,86,1214,94,1209,185,1030,163,Bangla,চেয়ার
536,59,588,64,588,139,540,126,Bangla,ও
295,143,473,153,466,262,290,247,Bangla,টেবিল
379,39,526,47,520,138,372,126,Latin,LED
478,153,677,165,667,280,476,267,Bangla,ইত্যাদি
989,203,1172,213,1169,302,998,292,Bangla,পাওয়া
1169,222,1283,220,1275,299,1177,299,Bangla,যায়
1036,2,1234,2,1239,56,1050,42,Bangla,###
919,4,998,0,1015,35,947,45,None,###
744,0,887,0,884,37,748,34,None,###
654,2,738,0,738,30,656,27,None,###
451,2,642,2,642,24,459,15,None,###
887,2,921,7,917,42,875,32,None,###
